1,131,1,95
1,1126,1,615
1,1197,1,439
1,2632,1,1197
1,3037,1,2723
1,3446,1,2330
1,3446,1,1023
1,3446,1,1216
1,4223,1,3446
1,4223,1,149
1,4223,1,1023
1,4223,1,2384
1,4278,1,3446
1,4278,1,149
1,4278,1,1023
1,4278,1,4223
1,4275,1,2723
1,4608,1,4275
1,4715,1,3446
1,4715,1,149
1,4715,1,1023
1,4715,1,4223
1,5147,1,4715
1,5147,1,149
1,5147,1,1023
1,5147,1,4223
1,5732,1,2424
1,5887,1,3951
1,5843,1,5145
1,5843,1,4368
1,6291,1,2976
1,6350,1,5750
1,6366,1,2076
1,6359,1,149
1,6359,1,2384
1,6359,1,3446
1,6359,1,4715
1,6359,1,5147
1,6359,1,4223
1,6359,1,4278
1,6987,1,625
1,7396,1,6594
1,7491,1,2130
1,7468,1,615
1,7995,1,2953
1,8014,1,6313
1,8014,1,1668
1,8032,1,6625
1,8032,1,3570
1,8156,1,7515
1,8218,1,8044
1,8262,1,1648
1,8350,1,2803
1,8393,1,5750
1,8591,1,4275
1,8591,1,3037
1,8750,1,7791
1,8762,1,2161
1,8803,1,2634
1,8846,1,3024
1,9025,1,3154
1,9021,1,4912
1,9021,1,8218
1,9021,1,6610
1,9082,1,8382
1,9029,1,1648
1,9029,1,6021
1,9499,1,8173
1,9779,1,7491
1,10110,1,2266
1,10240,1,9212
1,10234,1,2063
1,10572,1,7278
1,10608,1,6759
1,10608,1,7440
1,10684,1,625
1,10684,1,6987
1,10850,1,5264
1,10850,1,9082
1,10850,1,6987
1,10850,1,6350
1,10850,1,1216
1,10918,1,6594
1,11069,1,9583
1,11091,1,1051
1,11091,1,10918
1,11096,1,8762
1,11039,1,8450
1,11039,1,5843
1,11466,1,6234
1,11523,1,4986
1,11630,1,6723
1,11679,1,4528
1,11958,1,4275
1,12057,1,5896
1,12057,1,6268
1,12245,1,10850
1,12646,1,146
1,12603,1,11829
1,12699,1,6990
1,12891,1,12408
1,12892,1,9279
1,12906,1,9082
1,12906,1,4835
1,12906,1,8382
1,12906,1,1216
1,12997,1,8571
1,12997,1,4368
1,13152,1,7072
1,13163,1,7468
1,13175,1,10234
1,13254,1,10234
1,13254,1,2063
1,13304,1,8762
1,13429,1,8218
1,14182,1,7179
1,14254,1,4835
1,14220,1,10850
1,14220,1,149
1,14220,1,3446
1,14220,1,9021
1,14220,1,4715
1,14220,1,4223
1,14353,1,11019
1,14220,1,4912
1,14220,1,1023
1,14658,1,484
1,14661,1,5619
1,14661,1,11282
1,14895,1,4786
1,15009,1,4890
1,15009,1,11039
1,15009,1,7495
1,15257,1,12124
1,15274,1,6796
1,15341,1,6277
1,15456,1,4608
1,15596,1,1857
1,15750,1,11779
1,15890,1,10850
1,15890,1,1023
1,15890,1,12906
1,15890,1,3446
1,15890,1,1216
1,16087,1,8262
1,16087,1,15591
1,16171,1,8393
1,16171,1,6350
1,16261,1,6626
1,16311,1,5482
1,16381,1,12849
1,16425,1,16326
1,16451,1,8218
1,16451,1,9720
1,16453,1,6359
1,16453,1,4715
